cluster_id,event_count,center_lat,center_lon,avg_speed,avg_accelX,avg_accelY,top_postal,abs_count,esc_count,aeb_count,unique_dates,unique_journeys
240,4,42.94778575,-78.86056500000001,59.92,-0.8775,0.025,14216,4,0,0,2,2
168,4,43.04004475,-78.86197675,11.120000000000001,-0.705,0.047499999999999994,14120,4,0,0,2,2
152,4,43.11474,-79.0327345,26.400000000000002,-2.0,-0.045,14305,4,0,0,2,2
154,4,42.74029,-78.7986665,24.32,-2.1175,-0.0625,14075,4,0,0,2,2
156,4,43.1591945,-78.64880875,14.96,-0.865,-0.017499999999999995,14094,4,0,0,2,2
157,4,42.941272,-78.8023995,29.279999999999998,-2.4775,0.0175,14215,4,0,0,2,2
161,4,42.89725775,-78.839254,19.68,-1.4774999999999998,0.10999999999999999,14212,4,0,0,2,2
134,4,42.97244875,-78.82234224999999,41.2,-0.57,-0.015,14226,4,0,0,2,2
135,4,43.13016625,-79.026621,55.120000000000005,0.38250000000000006,-0.1725,14305,0,4,0,1,1
136,4,43.178787,-79.025932,5.92,-3.1575000000000006,0.03,14092,4,0,0,1,1
137,4,43.004262,-78.6471085,2.72,-2.2125,0.0275,14032,4,0,0,2,2
140,4,42.9996825,-78.6476195,38.24,-3.2675,-0.0125,14032,4,0,0,2,2
143,4,43.14584075,-78.6866935,25.52,-2.26,0.0024999999999999996,14094,4,0,0,2,2
145,4,42.929237,-78.89692300000002,23.84,-2.9875000000000003,-0.0175,14207,4,0,0,2,2
244,4,42.76196175,-78.82791724999998,22.08,-1.4125,-0.23500000000000001,14075,4,0,0,2,2
246,4,42.893824,-78.6229815,30.880000000000003,-2.735,-0.075,14086,4,0,0,2,2
247,4,43.0681985,-78.77028949999999,46.239999999999995,-3.0424999999999995,-0.065,14228,4,0,0,2,2
150,4,42.915436,-78.8742355,18.96,-2.42,0.017499999999999995,14222,4,0,0,2,2
250,4,42.924536,-78.77280225,48.239999999999995,-2.1725,0.0025,14225,4,0,0,2,2
256,4,42.91679025,-78.69686175,24.16,-1.6024999999999998,-0.32999999999999996,14043,4,0,0,2,2
115,4,42.7902945,-78.783912,17.2,-1.1175000000000002,-0.28,14127,4,0,0,2,2
257,4,42.979882999999994,-78.813896,28.240000000000002,-2.795,0.0325,14226,4,0,0,2,2
119,4,42.94976925,-78.632395,21.36,-1.915,-0.20750000000000002,14086,4,0,0,2,2
122,4,43.0348505,-78.76429375,26.88,-1.21,-0.39249999999999996,14228,4,0,0,2,2
123,4,43.17734,-78.67224275000001,27.6,-0.6100000000000001,0.3025,14094,2,2,0,2,2
118,4,42.91191975,-78.88538425,19.68,-2.8075,-0.10750000000000001,14213,4,0,0,2,2
127,4,42.737565499999995,-78.6258095,34.16,-1.36,-0.4125,14052,2,2,0,2,2
259,4,42.945438499999995,-78.8576735,49.67999999999999,-0.7975,0.004999999999999999,14216,4,0,0,2,2
261,4,42.956061999999996,-78.67686075,15.36,-4.0725,0.0175,14221,4,0,0,2,2
262,4,43.290345,-78.69674599999999,16.880000000000003,-1.1325,-0.21750000000000003,14108,4,0,0,2,2
264,4,43.082687,-79.04975574999999,16.48,-1.1749999999999998,-0.015,14303,4,0,0,2,2
265,4,42.947729,-78.88343275,43.04,-1.0775,-0.004999999999999999,14207,4,0,0,2,2
266,4,42.9328195,-78.84607499999998,25.919999999999998,-2.6499999999999995,-0.012499999999999999,14214,4,0,0,2,2
124,4,42.50107575,-78.43253375,17.200000000000003,-1.3525,0.16999999999999998,14009,4,0,0,2,2
267,4,42.9296615,-78.82925974999999,15.439999999999998,-2.0250000000000004,0.0125,14215,4,0,0,2,2
268,4,43.003718750000004,-78.82960299999999,13.76,-0.47000000000000003,-0.04,14150,4,0,0,2,2
272,4,42.980650999999995,-78.8447375,16.4,0.16749999999999993,-0.0775,14150,2,2,0,2,2
273,4,42.94760225,-78.84300549999999,38.32,-1.295,0.02,14216,4,0,0,2,2
278,4,42.82242325,-78.60581149999999,41.28,-2.655,-0.61,14059,2,2,0,1,1
280,4,42.9622925,-78.66286725,21.84,-2.3049999999999997,0.2775,14221,0,4,0,1,1
282,4,43.010236750000004,-78.64716274999999,33.92,-2.815,0.5700000000000001,14032,2,2,0,2,2
284,4,42.859418,-78.82519775,25.6,-1.4224999999999999,-0.1075,14220,4,0,0,2,2
285,4,42.98982375,-78.87349524999999,53.36,-1.3225,-0.01,14150,4,0,0,2,2
286,4,42.90910975,-78.76587625,74.48,-0.62,-0.07250000000000001,14225,2,2,0,1,2
287,4,42.028321,-78.33901875000001,14.479999999999999,-0.6575,-0.1225,14770,4,0,0,2,2
288,4,43.017084749999995,-78.66251925,41.36,-2.0925,-0.01,14051,4,0,0,2,2
289,4,43.00486925,-78.82241099999999,49.92,-1.54,0.017499999999999998,14150,4,0,0,2,2
101,4,42.726133000000004,-78.60813300000001,28.799999999999997,-2.2350000000000003,0.39,14052,2,2,0,1,1
102,4,42.704443999999995,-78.60838725,32.48,-2.6475,-0.5125000000000001,14052,2,2,0,1,1
408,4,42.767114750000005,-78.63124625,30.32,-3.7499999999999996,0.0325,14052,4,0,0,2,2
103,4,43.03036975,-78.69801275,16.0,-0.43,-0.2975,14051,2,2,0,2,2
105,4,42.876865499999994,-78.87393349999999,46.32,-1.665,0.0225,14203,4,0,0,2,2
107,4,42.956776,-78.87016299999999,38.88,-1.9225,0.019999999999999997,14216,4,0,0,2,2
106,4,42.93229725,-78.76899325,53.199999999999996,-2.595,-0.35000000000000003,14225,2,2,0,2,2
111,4,42.911255999999995,-78.86914425,48.72,-1.8975,-8.673617379884035e-19,14209,4,0,0,2,2
112,4,42.988789999999995,-78.748498,14.48,-0.61,0.0675,14221,4,0,0,2,2
113,4,42.7582685,-78.8843955,30.48,-2.7649999999999997,-0.2525,14075,4,0,0,2,2
108,4,42.842709,-78.79085175,35.599999999999994,-2.25,-0.27,14224,4,0,0,2,2
291,4,42.910053749999996,-78.8664075,31.2,-1.3,-0.0725,14209,4,0,0,2,2
292,4,42.941777,-78.86778299999999,34.08,-2.805,-0.015,14216,4,0,0,2,2
294,4,42.78107625,-78.64632025,25.36,-2.0175,0.015,14052,4,0,0,2,2
295,4,42.826062500000006,-78.79143225,75.12,-5.2124999999999995,-0.505,14218,2,2,0,1,1
297,4,42.937107,-78.88779625,79.6,-1.1275,-0.2,14207,4,0,0,2,2
298,4,42.921989249999996,-78.84685075,31.439999999999998,-2.565,0.01,14208,4,0,0,2,2
300,4,42.9919845,-78.739454,24.48,-1.7375,-0.27249999999999996,14221,4,0,0,2,2
290,4,42.9841865,-78.8728185,22.64,-3.5075,-0.10250000000000001,14217,4,0,0,2,2
303,4,42.9380205,-78.8392095,29.439999999999998,-1.4224999999999999,0.060000000000000005,14214,4,0,0,2,2
305,4,42.8842245,-78.77580225,45.52,-1.8049999999999997,0.0125,14227,4,0,0,2,2
82,4,42.9285255,-78.697058,15.44,-2.18,0.012500000000000011,14043,4,0,0,1,2
89,4,43.22685849999999,-78.67877874999999,13.92,-0.875,-0.06,14094,4,0,0,2,2
91,4,42.3605435,-79.04889225000001,16.96,-1.4925,-0.017499999999999998,14138,4,0,0,2,2
96,4,42.871995749999996,-78.87211575,22.96,-1.6800000000000002,-0.195,14203,4,0,0,2,2
307,4,42.7453005,-78.89852375,15.2,-0.7625,-0.09,14075,4,0,0,2,2
308,4,42.8777505,-78.792608,1.6800000000000002,1.4175,-0.13999999999999999,14206,4,0,0,2,2
312,4,42.881410249999995,-78.87292400000001,27.520000000000003,-1.6949999999999998,0.015,14203,4,0,0,2,2
313,4,42.97973025,-78.87862175,37.839999999999996,-1.6725,-0.0175,14217,4,0,0,2,2
314,4,43.007135500000004,-78.90179499999999,27.2,-0.8274999999999999,0.037500000000000006,14150,4,0,0,2,2
315,4,42.8736495,-78.85832599999999,58.720000000000006,-3.7125,-0.31,14204,4,0,0,2,2
316,4,43.0695865,-78.877656,14.559999999999999,-0.72,-0.1525,14120,4,0,0,2,2
318,4,43.0455385,-78.86495074999999,15.6,-1.1175000000000002,-0.0125,14120,4,0,0,2,2
319,4,42.95655349999999,-78.773299,29.759999999999998,-2.4825,-0.13,14226,4,0,0,2,2
302,4,42.9672975,-78.867976,36.879999999999995,-1.9850000000000003,-0.02,14217,4,0,0,2,2
67,4,43.2199985,-78.91083325,18.4,-2.12,-0.1925,14131,4,0,0,2,2
69,4,43.104117249999994,-78.77296375,24.08,-1.5074999999999998,-0.22749999999999998,14094,4,0,0,2,2
79,4,42.727072,-78.79643449999999,19.12,-1.1175,-0.08750000000000001,14127,4,0,0,2,2
80,4,42.704843999999994,-78.6231605,39.04,-2.1550000000000002,0.48,14052,2,2,0,1,1
81,4,42.75307324999999,-78.84790575,19.92,-1.9849999999999999,-0.3225,14075,4,0,0,2,2
323,4,42.85416825,-78.75474975,46.08,-2.165,-0.005000000000000001,14224,4,0,0,2,2
324,4,42.990630249999995,-78.8527935,27.36,-2.6675,-0.09,14150,4,0,0,2,2
325,4,42.98734525,-78.91402925,65.35999999999999,-4.0,0.095,14150,4,0,0,2,2
328,4,43.10717975,-79.006257,21.12,-1.555,0.20249999999999999,14304,4,0,0,2,2
329,4,42.93007625,-78.73843625,53.599999999999994,-2.7750000000000004,-0.135,14225,4,0,0,2,2
330,4,42.999117749999996,-78.74427074999998,13.36,-0.9,-0.12500000000000003,14221,2,2,0,2,2
331,4,43.05742574999999,-78.87762475,9.920000000000002,-1.915,0.0175,14120,4,0,0,2,2
332,4,43.04136075,-78.713601,15.28,-0.5475,0.075,14051,4,0,0,2,2
333,4,42.119037500000005,-79.6940385,15.84,-1.875,-0.205,14724,4,0,0,2,2
335,4,43.01934975,-78.737931,21.759999999999998,-2.6425,-0.22999999999999998,14221,4,0,0,2,2
336,4,42.8422005,-78.7543655,41.92,-2.1475,-0.36000000000000004,14224,4,0,0,2,2
337,4,42.93684775,-78.90097925,40.480000000000004,-3.7824999999999998,0.0375,14207,4,0,0,2,2
338,4,42.94520625,-78.7609955,17.04,-1.235,-0.19999999999999998,14225,4,0,0,2,2
339,4,42.8838915,-78.879796,19.84,-3.0575,0.025,14202,4,0,0,1,1
340,4,42.9281,-78.869373,43.84,-1.2575,-0.024999999999999998,14209,4,0,0,2,2
342,4,42.87622975,-78.87721625,26.640000000000004,-2.0075,0.0175,14203,4,0,0,2,2
344,4,42.898289999999996,-78.8975115,68.72,-1.5,-0.01,14201,4,0,0,2,2
345,4,42.915961,-78.758195,19.759999999999998,-1.0875000000000001,-0.07,14225,4,0,0,2,2
346,4,42.7893235,-78.7141895,29.68,-2.2649999999999997,-0.38,14127,4,0,0,2,2
347,4,43.060699,-78.84050225,14.08,-3.6325,0.0175,14120,0,0,4,1,1
348,4,42.8880475,-78.70867625,33.6,-1.8375,0.0125,14043,4,0,0,2,2
349,4,42.932961,-78.7849695,16.32,-1.9350000000000003,0.335,14215,2,2,0,1,1
351,4,42.311989749999995,-78.8703105,13.36,-2.0675,-0.0275,14719,4,0,0,2,2
352,4,43.17491025,-78.7218555,55.92,-0.8375,0.04999999999999999,14094,2,2,0,2,2
50,4,42.98789725,-78.82277975,54.24,-1.74,-0.005,14150,4,0,0,2,2
52,4,43.08834925,-78.98302675,21.840000000000003,-0.8699999999999999,0.047499999999999994,14304,4,0,0,2,2
321,4,42.97689425,-78.6861655,3.2800000000000002,-2.1399999999999997,0.0,14221,4,0,0,2,2
56,4,42.768395,-78.6114965,18.880000000000003,-2.2575000000000003,-0.2775,14052,4,0,0,2,2
57,4,42.9360395,-78.851875,10.72,-0.235,-0.027500000000000004,14216,4,0,0,2,2
64,4,42.662554,-78.89115824999999,19.6,-1.9375,-0.23750000000000002,14057,4,0,0,2,2
58,4,42.959604750000004,-78.764625,39.44,-3.1574999999999998,-0.0275,14221,4,0,0,2,2
354,4,42.76579525,-78.82422224999999,64.08,-0.5875,0.010000000000000002,14075,4,0,0,2,2
355,4,42.931408749999996,-78.81456949999999,41.84,-2.5775,0.02,14215,4,0,0,2,2
356,4,42.879078500000006,-78.85443525,31.12,-2.3000000000000003,-0.36000000000000004,14204,2,2,0,1,1
65,4,42.93727875,-78.87843525,53.19999999999999,-1.335,0.05,14216,4,0,0,2,2
362,4,42.9599705,-78.78397575,19.2,-1.4774999999999998,-0.2675,14226,4,0,0,2,2
363,4,42.9403645,-78.8479275,44.64,-0.7575,0.017499999999999998,14214,4,0,0,2,2
364,4,43.01114375,-78.69635650000001,18.32,-1.3449999999999998,-0.275,14051,4,0,0,2,2
365,4,42.780893,-78.8113765,18.96,-1.6574999999999998,-0.20249999999999999,14219,4,0,0,2,2
367,4,42.9036655,-78.840136,37.12,-1.2675,0.0425,14211,4,0,0,2,2
368,4,42.996463250000005,-78.852386,49.120000000000005,-0.9300000000000002,0.0075,14150,4,0,0,2,2
369,4,42.877601,-78.791861,50.959999999999994,-1.46,0.0025,14206,4,0,0,1,2
357,4,43.172533,-78.9898575,47.040000000000006,-4.72,-0.18,14092,2,2,0,1,1
37,4,42.097444499999995,-79.29503425,23.52,-2.0225,-0.1575,14701,4,0,0,2,2
43,4,42.93314875,-78.8137325,15.12,-1.1424999999999998,-0.042499999999999996,14215,4,0,0,2,2
44,4,43.08651725,-78.7276675,37.28,-2.945,0.027500000000000004,14094,4,0,0,2,2
45,4,43.0668215,-78.770871,48.96,-5.169999999999999,-0.045,14228,2,0,2,1,1
48,4,42.930442,-78.7610685,124.4,-0.46,0.325,14225,0,4,0,2,2
370,4,42.80389124999999,-78.752689,18.4,-1.3375000000000001,-0.0075,14127,4,0,0,2,2
371,4,42.4415235,-78.913461,33.6,-1.2425,-0.022500000000000003,14070,4,0,0,2,2
372,4,42.796736249999995,-78.75140775,13.84,-3.595,-0.10500000000000001,14127,4,0,0,2,2
373,4,42.97028925,-78.810855,31.200000000000003,-2.8674999999999997,0.025,14226,4,0,0,2,2
375,4,43.0033935,-78.82821924999999,29.36,-3.74,0.03,14150,0,0,4,1,1
377,4,42.7536585,-78.606959,42.64,-2.4225,0.0,14052,4,0,0,2,2
379,4,42.636295999999994,-78.871842,27.04,-2.9349999999999996,-0.28,14057,2,2,0,1,1
380,4,42.53894025,-78.9555295,19.2,-1.8275000000000001,-0.255,14091,4,0,0,2,2
381,4,42.97515,-78.8786615,45.519999999999996,-1.275,0.0425,14217,4,0,0,2,2
382,4,42.908973,-78.82721225,29.68,-1.5875,-0.022500000000000003,14211,4,0,0,2,2
35,4,42.9040575,-78.66779425,14.88,-1.7275,-0.1725,14086,4,0,0,2,2
383,4,43.12188425,-79.04547225,36.88,-1.455,-0.13,14305,4,0,0,2,2
384,4,42.91473375,-78.8646895,46.160000000000004,-2.07,-0.019999999999999997,14209,4,0,0,2,2
20,4,42.92399825,-78.893012,38.160000000000004,-1.6625,0.0825,14213,4,0,0,2,2
385,4,42.87701324999999,-78.78472275,38.0,-1.6975,0.007499999999999998,14206,4,0,0,2,2
24,4,43.20235175,-78.82564975,48.8,-1.2425,-0.0175,14094,4,0,0,2,2
25,4,42.931492750000004,-78.85339450000001,28.0,-2.1575,-0.1975,14214,4,0,0,2,2
28,4,42.867988499999996,-78.6987975,19.92,-1.415,-0.1725,14043,4,0,0,2,2
22,4,42.99596375,-78.69971125,21.12,-1.4074999999999998,-0.405,14221,4,0,0,2,2
386,4,42.9649605,-78.67747200000001,28.88,-2.205,-0.2775,14221,4,0,0,2,2
388,4,42.697584,-78.5971735,45.28,-2.135,-0.65,14139,2,2,0,1,1
390,4,42.95233825,-78.878183,23.76,-2.0025,-0.2475,14216,4,0,0,2,2
392,4,42.949346250000005,-78.821943,27.439999999999998,-2.335,0.16499999999999998,14214,4,0,0,1,2
395,4,42.75458675,-78.6816645,7.040000000000001,-0.8925,0.0275,14052,4,0,0,2,2
396,4,42.78438175,-78.813148,24.48,-2.1725,0.0125,14219,4,0,0,2,2
397,4,42.902841249999994,-78.6705515,23.52,-1.2825,-0.060000000000000005,14086,4,0,0,2,2
398,4,42.89957575,-78.87509675,15.120000000000001,-1.945,0.025,14201,4,0,0,1,2
399,4,42.94870099999999,-78.79818999999999,18.32,-2.375,0.05,14215,4,0,0,2,2
400,4,42.8856775,-78.87564425,17.44,-1.1474999999999997,-0.0075,14202,4,0,0,2,2
401,4,42.673711499999996,-78.87651525,38.88,-2.3525,0.12,14057,4,0,0,2,2
418,4,42.7583895,-78.53138,20.48,-5.03,-0.22000000000000003,14052,2,0,2,1,1
1,4,42.0952655,-78.468827,39.68,-5.345,-0.045000000000000005,14706,2,0,2,1,1
420,4,42.93747375,-78.6907835,12.319999999999999,-0.6025,-0.1,14026,4,0,0,2,2
421,4,42.66918825,-78.71822474999999,24.560000000000002,-4.5649999999999995,-0.009999999999999998,14033,0,0,4,1,1
422,4,42.0859365,-78.4479805,52.4,-2.61,0.052500000000000005,14760,4,0,0,2,2
423,4,43.04451325,-78.822027,33.68,-5.1274999999999995,-0.205,14228,0,0,4,1,1
424,4,42.91630024999999,-78.67221025,30.64,-2.3850000000000002,-0.085,14086,4,0,0,2,2
425,4,43.307252000000005,-78.69675025000001,19.44,-1.7125,0.21250000000000002,14028,4,0,0,2,2
426,4,43.001054499999995,-78.83703700000001,70.56,-3.5300000000000002,0.04000000000000001,14150,2,2,0,1,1
427,4,43.1763395,-78.69514274999999,30.959999999999997,-3.1025,-0.012500000000000002,14094,4,0,0,2,2
428,4,43.204717,-78.52042449999999,59.28,-4.745,0.0275,14067,2,0,2,1,1
429,4,42.86630025,-78.79186025,72.24000000000001,-3.3899999999999997,0.06,14224,2,2,0,1,1
430,4,43.082057,-78.990625,83.67999999999999,-6.6899999999999995,0.15250000000000002,14304,2,0,2,1,1
