cluster_id,event_count,center_lat,center_lon,avg_speed,avg_accelX,avg_accelY,top_postal,abs_count,esc_count,aeb_count,unique_dates,unique_journeys
413,4,43.221953000000006,-78.71174425,56.16,-5.035,0.0075,14094,2,0,2,1,1
414,4,42.95792825,-78.81806075,20.88,-1.28,0.0075,14226,4,0,0,2,2
415,4,43.00741825,-78.92892825,44.64,-2.6475000000000004,-0.07250000000000001,14072,2,2,0,1,1
417,4,42.63736825,-78.96196225,24.08,-4.3125,0.045,14057,2,2,0,1,1
194,4,42.91724025,-78.68217975,12.32,-1.4925,-0.14500000000000002,14043,4,0,0,2,2
199,4,43.04518325,-78.87551325,28.64,-1.4075,-0.0525,14120,4,0,0,2,2
200,4,43.17270225,-79.03219675,24.48,-1.2725000000000002,-0.02,14092,4,0,0,2,2
201,4,42.97304,-78.87867274999999,45.76,-1.36,0.0075000000000000015,14217,4,0,0,2,2
203,4,42.883061,-78.88239399999999,41.839999999999996,-0.705,-0.2225,14202,4,0,0,2,2
204,4,42.9613375,-78.66134075,25.759999999999998,-3.7275,-0.08,14221,2,2,0,2,2
205,4,43.162881,-78.78256775,6.64,-3.1475,-0.015,14094,4,0,0,2,2
208,4,42.70721125,-78.674302,27.12,-2.18,-0.41000000000000003,14170,4,0,0,2,2
209,4,42.9719665,-78.66684475,16.64,-0.54,-0.15000000000000002,14221,4,0,0,2,2
178,4,42.943334,-78.86796874999999,29.040000000000003,-2.93,-0.16749999999999998,14207,4,0,0,2,2
181,4,43.173623250000006,-79.02834874999999,60.959999999999994,-1.2575,-0.14250000000000002,14092,4,0,0,2,2
182,4,42.735088749999996,-78.91774949999999,12.559999999999999,-0.64,-0.135,14085,4,0,0,2,2
183,4,42.844165749999995,-78.676923,15.6,-1.705,-0.1775,14059,4,0,0,2,2
186,4,43.08476425,-79.06149049999999,10.24,-2.6875,-0.0325,14303,4,0,0,2,2
187,4,43.036307,-78.82320975,21.04,-4.9225,-0.0025,14228,0,0,4,1,1
191,4,43.00773325,-78.85993199999999,23.6,-2.085,-0.29000000000000004,14150,4,0,0,2,2
192,4,42.884998249999995,-78.87877925,16.240000000000002,-1.335,0.155,14202,4,0,0,2,2
211,4,42.786822,-78.70559775,15.84,-0.9225000000000001,-0.020000000000000004,14127,4,0,0,2,2
213,4,42.437470499999996,-79.3425415,16.32,-0.6325000000000001,-0.07500000000000001,14063,4,0,0,2,2
214,4,42.898514999999996,-78.500477,17.76,-0.6025,-0.12000000000000001,14004,4,0,0,2,2
216,4,42.99097325,-78.8186785,29.84,-2.1,0.022500000000000003,14226,4,0,0,2,2
217,4,43.035166249999996,-78.861856,20.560000000000002,-0.94,-0.1625,14120,4,0,0,2,2
406,4,42.878789000000005,-78.86988825,50.24,-2.5225,0.0225,14204,4,0,0,2,2
407,4,42.94106975,-78.8786675,16.0,-1.29,-0.020000000000000004,14207,4,0,0,2,2
6,4,42.9704895,-78.68543325,5.44,-2.4074999999999998,0.03,14221,4,0,0,2,2
223,4,42.912791750000004,-78.81378274999999,24.560000000000002,-1.7875,-0.235,14211,4,0,0,2,2
220,4,42.07549475,-78.4385035,12.559999999999999,-2.2125,0.0875,14760,4,0,0,2,2
218,4,42.976204,-78.6175165,20.159999999999997,-1.4375000000000002,0.1775,14031,4,0,0,2,2
167,4,42.731390999999995,-78.82574125,15.76,-1.2425,-0.1875,14075,4,0,0,2,2
170,4,43.0130495,-78.83015375000001,12.0,-1.1625,-0.2275,14150,4,0,0,2,2
173,4,42.88763599999999,-78.67725099999998,13.76,-0.2025,0.005000000000000001,14086,4,0,0,2,2
176,4,42.833822749999996,-78.697091,62.480000000000004,-1.7025000000000001,-0.1525,14224,4,0,0,2,2
165,4,42.79749699999999,-78.74962299999999,29.52,-2.4549999999999996,-0.135,14127,4,0,0,2,2
177,4,42.974109250000005,-78.7650355,51.519999999999996,-0.9949999999999999,0.02,14221,4,0,0,2,2
226,4,42.8826805,-78.80109175,16.08,-0.3675,0.0375,14206,4,0,0,2,2
230,4,42.82946449999999,-78.7777665,17.28,-1.1500000000000001,-0.12000000000000001,14224,4,0,0,2,2
232,4,43.089636999999996,-78.9889065,14.719999999999999,-0.8125,-0.027499999999999997,14304,4,0,0,2,2
234,4,42.95484274999999,-78.77486025,41.12,-1.38,-0.0575,14226,4,0,0,2,2
239,4,42.959774499999995,-78.7627855,11.44,-0.5375000000000001,-0.115,14221,4,0,0,2,2
