geohash7,total_events,brake_count,accel_count,avg_speed,avg_lat,avg_lon,unique_dates,unique_journeys
dr8548,173,79,94,44.99612716763008,42.716431664739915,-78.63648015606934,31,69
dpxuzx,136,79,57,49.497352941176445,43.06375196323529,-78.77073393382356,25,66
dr810d,186,79,107,40.955376344085984,42.3785650107527,-78.72380881720436,25,69
dpxvu8,142,79,63,46.69119718309861,43.20060516197184,-78.89882088028169,23,51
dpx8pv,174,79,95,25.09224137931035,42.21664815517244,-79.10801475862074,29,87
dpxfe1,120,78,42,32.59908333333332,42.637230325000004,-78.9689452583333,24,50
dr81qr,97,78,19,38.46484536082476,42.44827121649486,-78.46626603092786,26,54
dr81jm,87,78,9,29.408045977011493,42.39102003448275,-78.51701680459767,22,42
dr81c9,143,78,65,35.19748251748251,42.50464401398602,-78.68124423776227,29,62
dr8jj3,100,78,22,39.35010000000001,43.07407129000001,-78.51786467999999,25,50
dprx5g,170,78,92,35.90205882352942,42.031630276470565,-79.28058614117651,27,82
dr8j08,145,78,67,41.64937931034486,43.06960360689656,-78.72676282758624,28,80
dr8hke,120,78,42,29.794083333333344,42.95461062499998,-78.54488937499998,28,62
dpxuzw,137,78,59,49.45379562043793,43.058376109489075,-78.77042640875914,28,67
dprzkt,124,78,46,39.13637096774195,42.08505471774195,-78.89386644354835,22,55
dr8hjg,121,78,43,35.26999999999999,42.909077966942164,-78.49215700826448,27,54
dpx9r8,101,78,23,34.14336633663365,42.40989823762377,-79.12235528712876,23,50
dpxf89,175,78,97,32.864228571428576,42.635676542857155,-79.07643343428575,29,91
dr8nkq,126,78,48,36.94198412698414,43.32271765873018,-78.55430661111116,27,59
dprxub,194,78,116,39.86824742268041,42.14685439175257,-79.23940107216494,29,73
dpxf8u,132,78,54,32.14810606060606,42.65087156060603,-79.06088362121207,28,68
dpxvtx,101,78,23,40.56623762376237,43.194504871287144,-78.8555453564357,21,38
dpx213,123,78,45,35.441463414634164,42.19476769918696,-79.74653988617888,27,50
dpxf0d,115,78,37,43.26278260869566,42.55292199130436,-79.07625791304348,22,46
dpxc91,128,78,50,51.152890625000005,42.45749807031248,-79.05146492187504,28,60
dpxug7,123,78,45,20.204552845528458,43.040338178861774,-78.9538863739837,29,78
dpxct7,82,78,4,39.277682926829286,42.472414902439034,-78.8697564756097,25,39
dpx965,113,78,35,36.60964601769913,42.424801849557504,-79.36064970796455,29,70
dpx2pc,107,78,29,47.99336448598132,42.19523680373832,-79.45790557009344,23,49
dpxvy0,104,78,26,52.295865384615425,43.20218741346155,-78.83124839423076,23,51
dr2r2v,93,77,16,40.618387096774185,42.088283698924734,-78.36525961290322,23,46
dpxb77,125,77,48,32.27712,42.24911810400002,-78.95813114399996,26,57
dprzjc,95,77,18,27.581684210526312,42.020878789473684,-78.84377370526319,21,41
dr8jgj,108,77,31,36.519166666666656,43.22866511111109,-78.61272717592598,24,43
dprxbd,104,77,27,38.44567307692307,42.15804239423076,-79.42496350961538,23,45
dr2r1s,126,77,49,21.448650793650803,42.03753880952382,-78.33065444444448,26,68
dprxrf,109,77,32,39.0962385321101,42.07150805504584,-79.10565423853214,19,45
dpx91x,132,77,55,32.42757575757577,42.40534965909091,-79.3844926969697,26,53
dpxfh0,225,77,148,32.00306666666667,42.53948061777775,-78.91600964888889,30,124
dr8465,128,77,51,48.033359375,42.601663609374995,-78.65168038281249,23,49
dr8h6u,160,77,83,42.94418749999999,42.9599798625,-78.62210063125002,28,64
dr823b,127,77,50,37.37149606299213,42.235672007874015,-78.31096930708662,24,66
dprxew,90,77,13,34.63055555555557,42.13674347777779,-79.29487104444442,22,37
dr853u,95,77,18,32.270105263157916,42.78354644210526,-78.66973657894735,19,36
dpxvkz,120,77,43,39.23483333333333,43.15048599166666,-78.88459983333338,24,58
dprx5w,124,77,47,32.37556451612905,42.048702370967746,-79.29066035483869,26,69
dprxwq,189,77,112,44.097354497354544,42.13616885714287,-79.1739896560846,27,77
dpxug3,107,77,30,16.93345794392522,43.03317210280374,-78.94883075700936,26,55
dr8jsu,94,77,17,48.19776595744684,43.17797676595744,-78.53323932978721,18,31
dpx9xc,103,77,26,44.759126213592246,42.45799122330099,-79.10554829126211,20,41
dprzgt,210,77,133,34.08990476190476,42.17328186666672,-78.94584227142855,30,89
dr8557,89,77,12,52.6532584269663,42.734451797752804,-78.5993189101124,17,30
dpx9ez,101,76,25,39.59683168316831,42.491019722772286,-79.28221620792083,26,54
dpxvex,114,76,38,36.74631578947369,43.198136061403524,-78.94306107017543,27,60
dr2pq5,126,76,50,23.13023809523809,42.07622216666666,-78.47907395238096,27,81
dr849h,129,76,53,31.946821705426366,42.65181534883719,-78.70181276744187,27,50
dr84by,96,76,20,32.63395833333335,42.7075863541667,-78.70747332291666,28,49
dpxg56,120,76,44,33.12708333333333,42.726416224999994,-78.95008585833335,25,57
dr2p4s,113,76,37,28.842300884955762,42.03639395575218,-78.63184771681422,24,48
dpxyn7,113,76,37,47.510530973451324,43.26255972566373,-78.82567066371688,28,58
dr8jbq,100,76,24,41.8171,43.233998010000015,-78.73808188999998,22,43
dpx8nj,123,76,47,28.379430894308964,42.21863164227643,-79.18374926829267,28,64
dprz5t,100,76,24,41.91310000000002,42.042298409999994,-78.94715096,22,50
dpx90e,114,76,38,29.080350877193,42.380997087719294,-79.42949744736842,25,50
dpxyre,99,76,23,38.17323232323232,43.30535541414144,-78.76290264646461,24,37
dpxf99,153,76,77,28.05673202614381,42.63576373202614,-79.02921788235301,29,77
dpx9g0,190,76,114,28.805263157894746,42.49628019999998,-79.31329736842108,28,89
dprr5k,122,76,46,32.479098360655726,42.03677419672131,-79.65379915573774,27,56
dpxf3h,92,76,16,41.30097826086957,42.61034519565219,-79.0529405,21,43
dr2r9h,116,75,41,33.289827586206926,42.12460340517244,-78.34428231896555,25,54
dpxfqz,122,75,47,35.75655737704917,42.62503345081969,-78.79923834426233,25,59
dpx9t8,90,75,15,32.866444444444475,42.45176028888889,-79.2021521777778,25,44
dr2nvz,83,75,8,33.69325301204818,42.01124693975906,-78.49188219277107,22,33
dr8jq6,101,75,26,49.13554455445544,43.125645405940595,-78.47189211881187,24,48
dr8n4g,85,75,10,33.26223529411766,43.26195330588237,-78.62020551764702,25,44
dr81gb,111,75,36,32.397387387387404,42.498844972972954,-78.58156563963968,19,49
dpxbjt,85,75,10,44.016705882352944,42.21720912941177,-78.85662616470587,21,31
dr80yd,158,75,83,28.390696202531643,42.33284745569624,-78.45938327848104,32,87
dr8j4h,85,75,10,20.635882352941177,43.0892237647059,-78.65660351764704,25,55
dprrhp,186,75,111,35.26338709677418,42.05338686559138,-79.62538097849459,27,85
dr8htb,119,75,44,65.85495798319329,42.98037957142857,-78.49345885714284,17,46
dr2pdj,219,75,144,44.06164383561644,42.13144282191778,-78.65426517351591,32,97
dpxvew,101,75,26,44.12920792079208,43.18784565346536,-78.93925599009901,22,44
dpx9st,95,75,20,41.057263157894745,42.481720221052655,-79.25059293684211,21,38
dr2pw0,125,74,51,43.10728000000002,42.102792664,-78.48204241600003,26,57
dprzje,96,74,22,27.492916666666677,42.030744177083314,-78.85592065625,19,47
dr8hg4,125,74,51,29.033120000000018,43.035475712,-78.61047924000003,27,44
dr8j0h,168,74,94,35.00553571428573,43.092012214285695,-78.74159190476186,30,73
dr81w1,164,74,90,36.76012195121951,42.459557597560966,-78.48177598170733,27,74
dpx8vx,108,74,34,36.150370370370375,42.36216787037038,-79.20977215740741,23,50
dpxc4n,82,74,8,32.27743902439025,42.399140426829256,-79.0083355121951,21,39
dpxbz9,78,74,4,33.910000000000025,42.32813067948716,-78.76401180769228,20,37
dr84dk,107,74,33,37.509252336448604,42.651317233644875,-78.640725588785,23,45
dr2pnf,102,74,28,38.8563725490196,42.02570138235294,-78.45098220588235,21,37
dpx85r,94,74,20,39.870638297872354,42.23010019148938,-79.30173875531914,27,58
dr85sr,108,74,34,35.8188888888889,42.84424378703706,-78.55542450000002,25,51
dpxf3t,109,74,35,47.217614678899096,42.61326899082569,-79.02679043119265,25,45
dprqgy,149,74,75,29.765771812080565,42.00491215436241,-79.62989365771817,27,72
dpx9es,116,74,42,39.93353448275862,42.474054560344804,-79.2931665775862,25,51
dpx2w1,106,74,32,40.531415094339636,42.28433592452831,-79.53328863207551,22,38
dpxgvf,147,74,73,29.03068027210885,42.86022644217687,-78.83946763265307,28,92
dr84gb,90,74,16,36.00522222222223,42.673488999999975,-78.57731667777782,21,44
dr843g,174,74,100,43.84798850574715,42.60047610344825,-78.67013858620693,28,52
dpxf2y,111,74,37,45.310000000000024,42.61945972972974,-79.06192008108106,15,29
dpx971,124,74,50,40.339435483870965,42.41664476612905,-79.31233379032255,27,56
dr8jkk,91,74,17,54.10681318681322,43.135322824175816,-78.55812107692304,24,42
dpxudc,181,74,107,29.15022099447514,42.984667077348064,-78.97195617679559,30,97
dr2pb9,113,73,40,23.075840707964613,42.15354844247789,-78.72314025663717,27,64
dr85he,87,73,14,38.30022988505747,42.73634059770113,-78.5505711494253,16,39
dr8h7u,95,73,22,76.49105263157897,42.95831260000001,-78.57993340000004,19,44
dr81nj,165,73,92,39.72224242424247,42.393430703030305,-78.48155704848483,27,71
dpxfg9,122,73,49,44.72565573770492,42.68102014754099,-78.94710045081965,26,61
dpxf34,116,73,43,44.13456896551727,42.5976751034483,-79.04855081034484,24,40
dpxcrt,86,73,13,52.248139534883734,42.43584811627907,-78.76453432558137,24,41
dpxf2r,147,73,74,25.0217006802721,42.623997918367316,-79.08506543537418,26,69
dr8n2g,134,73,61,38.34649253731344,43.304003641791056,-78.71380516417902,29,69
dpxc66,108,73,35,37.14796296296296,42.42299752777776,-79.0023228611111,22,50
dpx83m,122,73,49,31.065163934426234,42.260635188524574,-79.39760688524589,25,50
dr8n2x,97,73,24,31.629587628865977,43.32677724742267,-78.72213455670102,24,54
dr8n3j,91,73,18,42.94560439560439,43.31605241758242,-78.69679194505493,24,48
dpxf5f,100,73,27,41.38849999999999,42.55271246,-78.93066711000002,23,52
dpx9df,138,73,65,21.015942028985506,42.465988942029014,-79.32686175362322,30,81
dr8n0v,146,73,73,39.00020547945204,43.27251496575344,-78.71197941780818,29,90
dpxufv,115,73,42,19.904782608695655,43.052244321739124,-78.97453674782605,26,62
dr8575,91,73,18,20.162637362637366,42.77641332967032,-78.61582939560441,22,46
dr8ht2,126,73,53,41.96293650793652,42.98136984920635,-78.51269088095242,24,59
dpx8f0,94,73,21,36.79425531914893,42.322970010638336,-79.35884799999998,24,43
dr8n2f,128,72,56,38.64062500000002,43.30028138281249,-78.71291196093749,28,63
dpxf33,105,72,33,31.22104761904762,42.588612228571435,-79.04417447619045,17,51
dpxfyq,135,72,63,26.466444444444463,42.7074574148148,-78.81910956296295,26,72
dpxvjq,150,72,78,39.283400000000036,43.10189938666667,-78.86665098,29,71
dr8418,105,72,33,37.446095238095246,42.542823495238096,-78.67890611428572,23,47
dpxbpf,86,72,14,48.08395348837211,42.202947709302336,-78.75285495348838,22,37
dr8n2c,107,72,35,35.69738317757008,43.29424730841124,-78.71204312149528,27,55
dpxuub,118,72,46,27.586440677966102,43.027536008474584,-78.8841589661017,29,61
dr8hqj,129,72,57,46.820697674418604,42.96553627131783,-78.47811602325578,28,65
dpxvgq,102,72,30,44.11186274509804,43.232683421568616,-78.95782320588236,24,55
dpx2sw,94,72,22,35.613510638297875,42.30944525531917,-79.60075351063831,23,46
dr851g,156,72,84,50.179230769230784,42.73361248717951,-78.66654446153848,29,69
dr8h7h,114,72,42,41.1111403508772,42.96107874561404,-78.61558077192984,24,58
dr81g7,103,72,31,43.518155339805844,42.51315497087379,-78.60236224271841,21,43
dr85vb,95,72,23,47.929578947368434,42.850582557894725,-78.49079748421052,17,32
dprxc0,232,71,161,41.60831896551725,42.147033142241376,-79.40445343103448,28,74
dpx8dm,91,71,20,42.764175824175815,42.3054651978022,-79.3526233736264,21,36
dpxvet,94,71,23,42.41393617021276,43.186439659574454,-78.94470654255316,20,31
dr859u,86,71,15,47.94767441860465,42.82720579069768,-78.6668494534884,24,59
dprxej,86,71,15,37.31941860465117,42.131156779069784,-79.31260453488369,21,34
dr8213,79,71,8,52.854303797468376,42.19589751898734,-78.3393512658228,21,33
dpxcrv,95,71,24,41.581157894736855,42.43549294736843,-78.75210247368419,26,46
dprr6n,74,71,3,36.39716216216218,42.09309627027028,-79.71317833783783,17,32
dprxk9,115,71,44,32.43695652173914,42.0631712869565,-79.25393613913042,24,56
dprxj3,90,71,19,36.871000000000016,42.021891622222206,-79.217013,19,36
dr80h6,93,71,22,45.53655913978494,42.20176784946237,-78.55556515053767,23,46
dprxc4,113,71,42,39.859115044247794,42.15485844247787,-79.40720636283184,24,61
dpxcqh,74,71,3,21.25594594594595,42.43457717567573,-78.8375753108108,20,36
dr85cm,193,71,122,20.165077720207258,42.87647370466319,-78.69070874093268,30,115
dpxyq7,154,71,83,30.274090909090923,43.306384909090916,-78.8260149480519,29,82
dpxv7e,103,71,32,15.891456310679613,43.13083720388349,-78.9447162621359,28,57
dr2pcm,104,71,33,42.247403846153865,42.17274712500001,-78.69007279807688,23,42
dpx8dz,162,71,91,38.89697530864196,42.316526290123456,-79.3241801666666,21,37
dpxueh,111,71,40,41.40261261261261,43.00304428828827,-78.96505907207214,23,58
dpx3p1,151,71,80,45.815827814569545,42.3691380794702,-79.48988837748342,25,60
dpx913,82,71,11,34.77780487804877,42.37181223170732,-79.3930837560975,20,30
dpxued,203,71,132,26.348522167487676,42.99114866502463,-78.94712709852209,31,103
dr8j2j,95,71,24,28.822210526315796,43.138224736842105,-78.74514895789473,25,52
dprzz7,86,71,15,28.291976744186044,42.16318537209303,-78.77258353488372,23,36
dpxvwh,105,71,34,44.5449523809524,43.17678257142861,-78.83223226666665,24,54
dr850d,143,71,72,36.36370629370627,42.72744889510488,-78.7194641118881,28,79
dpxvxr,111,70,41,42.780270270270286,43.19773441441441,-78.77868923423425,27,54
dr8hu3,83,70,13,36.045903614457856,43.031194072289125,-78.55880507228919,15,27
dpxv5z,138,70,68,42.00528985507245,43.10680949999999,-78.92724118840579,25,69
dr8j0r,98,70,28,48.683571428571426,43.10811086734695,-78.73835187755098,19,39
dr8n1m,156,70,86,62.35448717948717,43.270230429487086,-78.6899069679487,26,61
dr854n,196,70,126,43.875306122448976,42.75289627551022,-78.65723105102035,29,87
dr8j1d,117,70,47,39.193333333333364,43.08019032478632,-78.68109407692313,29,59
dpxvdr,102,70,32,35.74215686274512,43.19808457843132,-78.99857520588233,24,56
dpxfw1,143,70,73,37.502937062937086,42.63625294405595,-78.82754040559449,27,64
dr8n4p,106,70,36,37.86820754716981,43.28108419811319,-78.65574751886794,24,48
dpx9w4,87,70,17,28.19379310344827,42.46359317241378,-79.18440977011494,23,40
dr812j,123,70,53,36.639349593495936,42.43555565040653,-78.7496056666667,25,61
dr858u,145,70,75,29.83496551724139,42.827767979310316,-78.70964251724142,27,80
dr8j2v,131,70,61,43.89923664122136,43.141776999999976,-78.7082306488549,26,58
dpxgmw,111,70,41,21.65882882882883,42.79560639639638,-78.85105005405407,25,46
dr8htm,127,70,57,42.888897637795274,43.010002456692916,-78.51674740944874,27,82
dpx8g6,82,70,12,44.93963414634147,42.33321243902438,-79.30200626829267,22,32
dpxuur,104,70,34,36.40759615384615,43.06142260576924,-78.91439385576925,21,45
dprxq9,118,70,48,28.969661016949157,42.0629350677966,-79.15928789830515,25,62
dr848g,139,70,69,35.046978417266196,42.64620790647482,-78.71591515827345,23,49
dpxfx9,118,70,48,55.58110169491527,42.634592593220354,-78.76644020338979,24,45
dr85c9,123,69,54,28.647560975609768,42.85427942276421,-78.67480941463407,30,65
dr81fw,100,69,31,36.73570000000001,42.529828049999985,-78.63639198000001,22,46
dr85gm,92,69,23,47.72097826086957,42.87607532608699,-78.60715228260868,18,34
dpxvyv,79,69,10,36.093417721519,43.230876443037985,-78.7945978987342,24,45
dpx8dt,78,69,9,43.410769230769255,42.30494021794872,-79.33870243589742,19,24
dprxmz,133,69,64,23.973308270676696,42.09761116541355,-79.19015960150378,28,82
dr8h5p,91,69,22,36.41208791208792,42.93328991208791,-78.61050871428573,27,46
dpx8ew,99,69,30,48.141313131313126,42.311991636363615,-79.29285683838381,22,28
dr81jz,101,69,32,43.929702970297036,42.40637489108912,-78.48968676237622,23,57
dpxftk,89,69,20,43.537191011235954,42.65171693258427,-78.86766316853935,22,50
dprr59,132,69,63,43.30886363636364,42.02069017424243,-79.64424350757577,26,53
dprxmk,86,69,17,27.36093023255816,42.07928922093024,-79.22061432558141,25,47
dprzkw,111,69,42,35.548468468468464,42.09115552252254,-78.89326640540543,28,53
dr856r,116,69,47,28.41362068965516,42.80131364655174,-78.64575256896555,24,70
dpx94s,83,69,14,42.53325301204817,42.38631008433732,-79.33488963855423,22,27
dprzjp,95,69,26,41.25421052631579,42.05152951578948,-78.87633198947367,21,43
dpxuf0,107,69,38,31.515794392523375,43.025760065420535,-79.00911002803737,24,55
dr858s,91,69,22,20.26186813186814,42.82540902197802,-78.7185374945055,22,53
dr8h5u,99,69,30,40.759393939393945,42.914909404040415,-78.57833296969702,26,45
dprxbj,98,69,29,36.30602040816326,42.17289310204084,-79.44402584693874,25,48
dpx23n,88,69,19,49.568750000000016,42.26917052272727,-79.75382217045457,26,39
dprx3v,103,69,34,26.58737864077671,42.08487293203885,-79.3682751456311,25,54
dr8551,93,69,24,39.551827956989264,42.72502526881719,-78.60821740860214,22,58
dpx2r1,124,69,55,33.95120967741936,42.23905218548384,-79.49489303225806,29,67
dpxv9c,146,69,77,24.919657534246568,43.162210842465775,-79.01768543835615,28,62
dprzdr,73,68,5,37.41465753424657,42.13970923287671,-78.99432773972605,16,21
dprrgq,137,68,69,50.91416058394162,42.18110978832117,-79.65641514598536,24,49
dpxvs5,150,68,82,35.955600000000004,43.17091024000002,-78.92400488666668,28,70
dpxfkb,110,68,42,40.89400000000001,42.58757784545455,-78.88665894545454,21,42
dr85hu,97,68,29,59.65670103092786,42.73815396907215,-78.5308029072165,25,46
dr8j69,105,68,37,43.94285714285716,43.117617,-78.6327738095238,22,39
dpxcu8,121,68,53,41.510082644628106,42.49702042148762,-78.89929174380165,25,56
dpxctt,100,68,32,36.135300000000015,42.4803225,-78.85447826000002,20,45
dr80rf,150,68,82,36.879533333333335,42.24775473999998,-78.4001491533333,29,78
dpxchn,92,68,24,39.73206521739133,42.39948251086958,-78.92014951086956,26,43
dr8hnm,119,68,51,40.20100840336132,42.921912319327724,-78.46830209243697,26,66
dr8225,87,68,19,36.52793103448276,42.250245160919526,-78.39621582758618,19,37
dprr4r,125,68,57,33.75632,42.05364414399997,-79.70341796000004,23,57
dpx8gs,95,68,27,36.8898947368421,42.34531639999999,-79.29466170526315,22,44
