cluster_id,event_count,center_lat,center_lon,avg_speed,avg_accelX,top_postal,abs_count,esc_count,aeb_count,unique_dates,unique_journeys
381,14,42.961168,-78.66255414285715,26.788571428571426,-2.027142857142857,14221,8,6,0,6,6
306,14,42.942558000000005,-78.86790764285715,32.480000000000004,-2.6485714285714286,14216,14,0,0,6,7
281,12,43.01180525,-78.82232275,29.52,-2.5274999999999994,14228,12,0,0,4,6
121,12,42.91514974999999,-78.86475983333332,28.55999999999999,-2.143333333333333,14209,12,0,0,5,6
294,12,42.99522425,-78.74565408333332,14.053333333333333,-0.6166666666666667,14221,12,0,0,5,6
251,12,42.97984825,-78.79895558333332,28.05333333333333,-3.209166666666667,14226,8,0,4,4,5
242,12,42.92906475,-78.89688366666667,36.45333333333333,-2.213333333333333,14207,10,2,0,5,6
356,12,42.868946333333334,-78.82221450000002,34.32,-3.0499999999999994,14210,12,0,0,4,5
405,12,42.98752324999999,-78.81762541666667,25.386666666666667,-1.2491666666666665,14226,12,0,0,5,6
100,12,42.959685,-78.76396383333335,26.826666666666668,-1.7033333333333331,14221,12,0,0,6,6
412,12,42.849747666666666,-78.78889691666667,76.39999999999999,-1.9441666666666668,14224,10,2,0,6,6
97,12,42.97689691666667,-78.8636225,12.373333333333333,-0.6341666666666667,14223,12,0,0,6,6
521,12,42.99080733333333,-78.80561924999999,19.653333333333332,-1.939166666666667,14226,12,0,0,5,6
51,12,42.980637916666666,-78.85847016666666,31.84,-2.0974999999999997,14223,10,2,0,6,6
9,12,42.96966916666667,-78.68667258333333,13.893333333333333,-1.9983333333333333,14221,12,0,0,4,4
120,12,42.996979,-78.85199424999999,35.76,-1.14,14150,12,0,0,6,6
235,12,43.121901083333334,-79.03600441666667,24.400000000000002,-2.5466666666666664,14305,12,0,0,4,6
191,12,42.919037333333335,-78.73724066666666,21.41333333333333,-1.9408333333333336,14225,10,2,0,5,6
593,10,43.060394800000005,-78.84095909999999,26.848000000000003,-2.1670000000000003,14120,6,0,4,4,4
600,10,42.769920199999994,-78.81107429999999,47.648,-3.6620000000000013,14075,10,0,0,5,5
154,10,43.08580200000001,-78.697153,54.208000000000006,-1.795,14051,10,0,0,5,5
151,10,42.96351940000001,-78.8783777,33.727999999999994,-2.738,14217,10,0,0,4,5
197,10,43.1855908,-78.7546265,15.904000000000002,-1.4129999999999998,14094,10,0,0,5,5
179,10,42.7720145,-78.6340347,50.65599999999999,-2.157,14052,10,0,0,5,5
265,10,42.8820203,-78.64069370000001,17.183999999999997,-2.1479999999999997,14086,10,0,0,4,5
374,10,43.1727299,-79.0315208,34.367999999999995,-1.8250000000000004,14092,10,0,0,5,5
682,10,42.876848300000006,-78.6968335,20.000000000000004,-1.77,14043,8,2,0,3,4
46,10,42.9738285,-78.8584178,30.304000000000002,-1.416,14223,10,0,0,5,5
736,10,42.7897433,-78.8114531,28.383999999999997,-1.3669999999999998,14219,10,0,0,3,5
706,10,43.252905399999996,-79.0343058,56.160000000000004,-0.748,14174,10,0,0,5,5
940,10,43.003347299999994,-78.64969110000001,15.456,-3.5549999999999997,14032,10,0,0,5,5
259,10,42.9054632,-78.72823869999999,38.848000000000006,-2.022,14227,10,0,0,5,5
554,10,42.9407225,-78.8376898,44.25599999999999,-3.166,14214,10,0,0,4,5
495,10,42.963205,-78.7829801,35.519999999999996,-1.775,14226,10,0,0,4,5
447,10,42.829692300000005,-78.77649419999999,24.991999999999997,-1.172,14224,10,0,0,5,5
471,10,42.965671900000004,-78.7276143,11.84,-0.876,14221,10,0,0,4,5
538,10,42.8734269,-78.8142318,63.839999999999996,-1.614,14206,10,0,0,4,5
622,10,43.0053657,-78.8223493,38.368,-2.981,14150,10,0,0,5,5
575,10,43.0036111,-78.82828669999999,31.423999999999996,-2.322,14150,4,2,4,4,4
52,10,43.058718199999994,-78.83683479999999,30.399999999999995,-1.291,14120,10,0,0,5,5
436,10,42.99473220000001,-78.8742201,52.864,-1.5930000000000002,14150,10,0,0,5,5
458,10,43.1071763,-79.00585989999999,53.791999999999994,-1.8319999999999996,14304,10,0,0,5,5
315,10,43.1211828,-79.0443791,24.928,-1.21,14305,10,0,0,5,5
367,10,42.980588,-78.8260469,29.568,-1.9260000000000002,14150,10,0,0,5,5
262,10,43.0015779,-78.8223892,45.312,-2.298,14150,10,0,0,5,5
128,10,42.9178883,-78.6968249,24.416,-2.0029999999999997,14043,10,0,0,5,5
401,10,42.877519,-78.86265879999999,46.912,-2.6430000000000002,14204,10,0,0,5,5
111,10,42.8678896,-78.70998879999999,44.32000000000001,-1.0059999999999998,14227,10,0,0,4,5
37,8,42.843183124999996,-78.7914175,37.8,-1.98875,14224,8,0,0,4,4
35,8,42.922256250000004,-78.8771295,22.64,-2.6487499999999997,14222,8,0,0,3,4
722,8,42.871168624999996,-78.82057275,54.08,-1.3187499999999999,14206,8,0,0,4,4
705,8,42.767090249999995,-78.63047625,23.84,-2.88,14052,6,2,0,4,4
815,8,42.838442125,-78.807640375,29.080000000000002,-2.8200000000000003,14220,8,0,0,4,4
767,8,42.989356875,-78.696768875,23.72,-1.34625,14221,8,0,0,4,4
764,8,42.808856625,-78.823908375,23.4,-1.8725,14218,8,0,0,4,4
761,8,42.784628,-78.811932,23.04,-2.1725,14219,8,0,0,4,4
16,8,42.904825375,-78.81462925,32.24,-2.1225,14211,8,0,0,4,4
824,8,42.902293625,-78.67364162499999,24.44,-1.3074999999999999,14086,8,0,0,3,4
612,8,42.944424999999995,-78.67716887499999,27.68,-1.1925,14026,6,2,0,4,4
607,8,42.950845,-78.82604325,36.96,-1.1412499999999999,14214,8,0,0,4,4
634,8,42.9452695,-78.907517125,40.2,-1.6175,14207,6,2,0,4,4
57,8,42.9636395,-78.84388275,15.040000000000001,-0.5437500000000001,14223,8,0,0,4,4
572,8,42.929559499999996,-78.8292875,32.44,-2.04875,14215,8,0,0,4,4
556,8,43.082123249999995,-79.05053525,23.0,-1.53625,14303,8,0,0,4,4
386,8,42.91336575,-78.67907124999999,26.2,-1.4700000000000002,14043,8,0,0,4,4
80,8,42.922293124999996,-78.84403999999999,63.519999999999996,-2.9775,14208,6,2,0,3,3
428,8,42.199314875,-79.74687212500001,17.32,-1.5275,14775,8,0,0,3,4
87,8,43.06751,-78.77058025,47.6,-4.10625,14228,6,0,2,3,3
81,8,42.921841125,-78.86813099999999,27.76,-2.1812500000000004,14209,8,0,0,4,4
411,8,42.956530375,-78.716587,68.4,-1.1837499999999999,14221,8,0,0,4,4
496,8,42.77786625,-78.78976912499999,23.560000000000002,-2.43875,14127,8,0,0,4,4
484,8,42.73164725,-78.64512075,14.879999999999999,-1.9812500000000002,14052,6,2,0,3,3
486,8,42.947663625,-78.859323125,41.6,-1.7675,14216,8,0,0,4,4
59,8,42.86812175,-78.698097625,19.32,-1.5550000000000002,14043,8,0,0,4,4
63,8,42.942322875,-78.856176875,25.16,-2.0625,14216,8,0,0,4,4
590,8,42.749406125,-78.85415325,56.879999999999995,-2.5075000000000003,14075,8,0,0,4,4
632,8,42.916526125,-78.672456625,26.36,-2.17625,14086,8,0,0,4,4
618,8,42.909390625,-78.76449687499999,57.239999999999995,-1.86625,14225,4,4,0,2,4
351,8,43.036722749999996,-78.823033125,19.28,-2.9275,14228,4,0,4,3,3
318,8,42.956460125,-78.78321324999999,25.880000000000003,-2.8375,14226,8,0,0,4,4
269,8,42.848034625,-78.811957375,31.919999999999998,-1.9737500000000001,14220,8,0,0,4,4
300,8,42.922006625,-78.493583625,32.76,-3.0524999999999998,14004,8,0,0,3,4
303,8,42.932736874999996,-78.732601125,18.32,0.26249999999999996,14225,6,2,0,3,3
272,8,43.15982399999999,-78.69713562499999,28.400000000000002,-1.5587499999999999,14094,6,2,0,4,4
298,8,42.853420625,-78.754692875,29.919999999999998,-2.8025,14224,8,0,0,4,4
360,8,43.0067805,-78.860092,19.759999999999998,-1.8437499999999998,14150,8,0,0,4,4
376,8,42.982369500000004,-78.69681925,24.759999999999998,-0.3437499999999999,14221,6,2,0,4,4
230,8,42.78881,-78.72635575000001,30.439999999999998,-2.415,14127,8,0,0,4,4
146,8,42.99934825,-78.63755950000001,21.240000000000002,-3.13375,14032,8,0,0,4,4
248,8,42.684661250000005,-78.566399375,20.0,-1.4425,14080,8,0,0,4,4
239,8,42.91583325,-78.805817875,41.16,-1.4524999999999997,14211,6,2,0,3,4
183,8,42.93199075,-78.768121125,45.6,-2.9074999999999998,14225,4,4,0,4,4
190,8,42.0977695,-79.2908435,14.159999999999998,-1.095,14701,8,0,0,4,4
145,8,42.827952249999996,-78.80424174999999,20.96,-1.6575,14218,8,0,0,4,4
12,8,42.956900125,-78.67697175,12.4,-2.8762499999999998,14221,8,0,0,4,4
4,8,42.95331025,-78.85140412499999,19.799999999999997,-1.1475,14216,8,0,0,4,4
164,7,43.17650642857143,-78.8552382857143,29.98857142857143,-4.72,14132,4,0,3,2,2
237,7,42.998966714285714,-78.95036514285714,48.59428571428571,-4.418571428571428,14072,0,0,7,2,2
757,6,42.82707666666666,-78.82444116666666,31.680000000000003,-1.8783333333333332,14218,6,0,0,3,3
434,6,42.882722333333334,-78.80031083333334,18.72,-0.9750000000000001,14206,6,0,0,3,3
677,6,43.099305166666674,-78.94118266666668,30.02666666666667,-1.75,14304,6,0,0,3,3
276,6,42.90061183333333,-78.869061,34.88,-1.4966666666666664,14203,6,0,0,3,3
129,6,42.90445016666666,-78.86833,20.48,-4.163333333333333,14209,6,0,0,3,3
130,6,42.94104949999999,-78.81368049999999,41.81333333333333,-1.468333333333333,14215,6,0,0,3,3
687,6,42.97976450000001,-78.878227,28.799999999999997,-1.2916666666666667,14217,6,0,0,3,3
656,6,42.97789916666667,-78.677835,28.906666666666666,-2.016666666666667,14221,6,0,0,3,3
445,6,43.011597,-78.69659233333333,18.826666666666668,-1.3966666666666665,14051,6,0,0,3,3
141,6,42.87227566666666,-78.87156383333334,20.8,-1.656666666666667,14203,6,0,0,2,3
256,6,42.977895999999994,-78.607675,11.733333333333333,-1.0016666666666667,14031,6,0,0,3,3
462,6,43.0413145,-78.71412433333333,14.506666666666666,-0.5633333333333334,14051,6,0,0,3,3
1055,6,42.83254899999999,-78.80581883333333,34.77333333333333,-1.0483333333333336,14220,4,2,0,2,3
144,6,42.92905,-78.69701199999999,14.933333333333332,-3.1983333333333337,14043,6,0,0,2,3
1176,6,42.934977333333336,-78.74418183333333,38.24,-1.64,14225,6,0,0,2,3
491,6,42.990952666666665,-78.72469833333334,19.68,-1.88,14221,6,0,0,3,3
488,6,42.825701666666674,-78.79110233333334,77.49333333333334,-4.413333333333333,14218,2,4,0,2,2
643,6,42.80459116666666,-78.66070016666666,17.493333333333336,-1.01,14059,6,0,0,3,3
769,6,43.000118833333325,-78.71084716666667,15.840000000000002,-1.4583333333333333,14221,6,0,0,3,3
477,6,42.98074666666667,-78.84536366666666,17.653333333333332,-0.6549999999999999,14150,4,2,0,3,3
198,6,42.78993833333333,-78.78398483333335,33.81333333333333,-1.2133333333333336,14127,6,0,0,3,3
201,6,42.84264866666666,-78.81542933333333,19.466666666666665,-1.7033333333333338,14220,6,0,0,3,3
516,6,42.62904616666666,-78.73697333333332,37.65333333333333,-1.9483333333333333,14025,6,0,0,3,3
850,6,42.78144683333333,-78.81137,23.52,-2.543333333333333,14219,6,0,0,3,3
628,6,42.90987716666666,-78.86580716666667,23.52,-1.4666666666666668,14209,6,0,0,3,3
210,6,43.17132316666667,-79.0355235,29.333333333333332,-1.3233333333333333,14092,6,0,0,3,3
786,6,42.97800533333333,-78.80880516666666,16.0,-0.375,14226,6,0,0,3,3
944,6,42.11409716666667,-79.21671083333334,48.906666666666666,-1.1633333333333333,14701,6,0,0,3,3
75,6,42.943357666666664,-78.88362516666668,27.733333333333334,-1.575,14207,6,0,0,3,3
457,6,43.11332099999999,-78.714142,16.64,-0.6616666666666665,14094,6,0,0,3,3
900,6,42.93744483333333,-78.84899066666667,19.52,-2.4683333333333333,14214,6,0,0,3,3
355,6,42.912433166666666,-78.81375266666666,26.773333333333337,-1.6450000000000002,14211,6,0,0,3,3
727,6,42.99868816666666,-78.7447335,27.626666666666665,-0.7666666666666666,14221,4,2,0,2,3
726,6,42.9304265,-78.73802783333333,58.72,-2.256666666666667,14225,4,2,0,3,3
40,6,42.740017333333334,-78.79830399999999,20.58666666666667,-1.7816666666666665,14075,6,0,0,3,3
345,6,42.99413933333333,-78.87896983333333,35.73333333333333,-2.0566666666666666,14150,6,0,0,3,3
902,6,42.63699149999999,-78.90197233333333,18.88,-1.4066666666666665,14057,6,0,0,3,3
344,6,42.880449166666665,-78.69726416666667,21.493333333333336,-3.1,14043,6,0,0,3,3
42,6,42.991363166666666,-78.71991183333334,26.986666666666668,-2.12,14221,6,0,0,3,3
366,6,42.97556533333333,-78.87875216666667,34.18666666666666,-1.0999999999999999,14217,6,0,0,3,3
708,6,42.976635166666675,-78.6866025,3.4133333333333336,-0.4633333333333332,14221,6,0,0,3,3
388,6,42.70762666666667,-78.67369466666666,27.733333333333334,-2.1616666666666666,14170,6,0,0,3,3
122,6,42.13004183333333,-79.241734,32.373333333333335,-5.4799999999999995,14701,2,0,4,1,1
385,6,42.80534666666667,-78.69621116666666,8.159999999999998,-1.7083333333333337,14127,6,0,0,2,3
891,6,42.802619166666666,-78.6059535,26.506666666666664,-4.073333333333333,14052,2,0,4,1,1
127,6,42.37951666666667,-79.34718283333332,16.0,-1.095,14063,6,0,0,3,3
714,6,42.95053099999999,-78.77531499999999,44.96000000000001,-1.67,14226,6,0,0,3,3
322,6,42.83367283333333,-78.69651016666666,63.093333333333334,-2.0466666666666664,14224,4,2,0,3,3
106,6,42.908648166666666,-78.88675533333334,30.933333333333337,-1.8033333333333335,14213,6,0,0,3,3
105,6,42.83942333333334,-78.636967,21.76,-1.2049999999999998,14059,6,0,0,3,3
307,6,42.874652000000005,-78.86254883333332,45.01333333333334,-2.025,14204,6,0,0,3,3
103,6,42.86569983333333,-78.7917935,80.37333333333332,-2.7083333333333335,14224,4,2,0,2,2
312,6,42.95889833333333,-78.81384733333333,45.06666666666666,-2.7383333333333333,14215,6,0,0,3,3
314,6,42.80726466666666,-78.75192683333333,14.4,-0.345,14224,6,0,0,3,3
319,6,42.91316966666667,-78.67222416666667,25.22666666666667,-1.3716666666666668,14086,6,0,0,3,3
1104,6,42.66909999999999,-78.71772366666666,31.413333333333338,-3.2416666666666667,14033,0,0,6,2,2
400,6,42.803581333333334,-78.75232016666666,17.226666666666667,-1.21,14127,6,0,0,3,3
291,6,43.182503,-78.7670815,6.666666666666667,-1.8433333333333335,14094,6,0,0,3,3
32,6,43.052249499999995,-78.80051983333333,13.12,-2.0416666666666665,14228,6,0,0,3,3
672,6,42.977633,-78.7396885,33.973333333333336,-2.0083333333333333,14221,6,0,0,3,3
126,6,43.051423,-78.71391766666666,19.466666666666665,-1.9433333333333334,14051,6,0,0,3,3
526,6,42.904762833333336,-78.89015916666666,21.813333333333336,-1.3033333333333335,14213,6,0,0,3,3
520,6,42.97169316666666,-78.67707999999999,18.56,-1.6533333333333335,14221,6,0,0,3,3
585,6,42.998808499999996,-78.697093,18.400000000000002,-0.6483333333333334,14221,6,0,0,3,3
811,6,43.17277783333333,-78.989379,36.90666666666667,-4.866666666666666,14092,4,2,0,1,1
519,6,43.1100405,-79.03095066666667,43.25333333333333,-1.7083333333333333,14305,6,0,0,3,3
168,6,43.04616016666666,-78.70691866666665,13.813333333333333,-0.9116666666666667,14051,6,0,0,3,3
828,6,42.57204616666667,-79.0833135,82.77333333333334,-3.8550000000000004,14081,2,2,2,1,1
584,6,42.796135666666665,-78.79466433333333,43.199999999999996,-3.465,14127,6,0,0,3,3
163,6,43.05291683333334,-78.7279685,57.173333333333325,-3.9683333333333333,14051,6,0,0,3,3
797,6,42.97886216666666,-78.71690516666666,16.533333333333335,-0.48500000000000004,14221,6,0,0,3,3
596,6,42.90348283333333,-78.88784166666667,34.18666666666667,-2.7516666666666665,14201,6,0,0,3,3
178,6,43.030208833333326,-78.69769033333334,15.36,-0.9066666666666666,14051,4,2,0,3,3
613,6,42.96577616666667,-78.69606166666667,25.653333333333336,-0.9683333333333334,14221,4,2,0,3,3
570,6,42.63840016666666,-79.047612,25.066666666666666,-1.6416666666666666,14006,6,0,0,3,3
857,6,42.99140216666666,-78.77806466666667,39.62666666666667,-2.6616666666666666,14221,6,0,0,3,3
184,6,42.95660883333333,-78.86992516666666,32.800000000000004,-2.026666666666667,14216,6,0,0,3,3
614,6,42.85911616666667,-78.82507116666666,29.706666666666663,-1.8283333333333331,14220,6,0,0,3,3
48,6,42.95394433333333,-78.79400199999999,13.173333333333334,0.016666666666666607,14226,6,0,0,3,3
580,6,43.01009583333333,-78.64783666666666,24.373333333333335,-3.1166666666666667,14032,4,2,0,3,3
543,6,42.965047166666665,-78.68265050000001,18.933333333333334,-1.5766666666666669,14221,6,0,0,3,3
22,6,42.949450333333324,-78.76617833333333,64.64,-1.9483333333333335,14225,6,0,0,2,3
610,6,43.009565333333335,-78.65256333333333,5.44,-2.3733333333333335,14032,6,0,0,3,3
819,6,43.10214449999999,-78.97962883333332,17.12,-1.26,14304,6,0,0,3,3
357,6,42.92253816666667,-78.85553366666666,20.426666666666666,-2.105,14208,6,0,0,3,3
11,6,42.966758999999996,-78.68487683333335,21.173333333333336,-0.014999999999999902,14221,2,4,0,3,3
784,6,42.932885999999996,-78.784172,16.69333333333333,-1.8266666666666669,14215,4,2,0,2,2
597,6,42.91253683333334,-78.732674,63.35999999999999,-1.5616666666666665,14043,6,0,0,3,3
817,6,42.803880166666666,-78.73656933333332,21.439999999999998,-3.515,14127,6,0,0,3,3
67,6,43.20984116666667,-78.79785233333334,34.559999999999995,-1.7033333333333331,14094,6,0,0,3,3
582,5,42.880629000000006,-78.6814498,29.056,-2.9779999999999998,14086,2,0,3,2,2
840,5,42.9466286,-78.5940122,25.088,-2.298,14086,2,0,3,2,2
1000,5,42.9546634,-78.7664186,47.67999999999999,-4.774,14226,0,0,5,2,2
935,5,43.253933399999994,-78.98281300000001,44.032,-6.825999999999999,14174,2,0,3,1,1
55,4,42.98108175,-78.88493025,38.0,-2.2025,14217,2,2,0,2,2
571,4,43.02414625,-78.8787545,13.2,-0.6475000000000001,14120,4,0,0,2,2
536,4,43.02248325,-78.87477075000001,12.96,-0.185,14120,4,0,0,2,2
695,4,43.0695865,-78.877656,14.559999999999999,-0.72,14120,4,0,0,2,2
693,4,42.8736495,-78.85832599999999,58.720000000000006,-3.7125,14204,4,0,0,2,2
347,4,43.08476425,-79.06149049999999,10.24,-2.6875,14303,4,0,0,2,2
399,4,42.96653925,-78.66221374999999,18.8,-1.1525,14221,4,0,0,2,2
696,4,43.27599975,-78.69906725,20.32,-0.58,14108,4,0,0,2,2
569,4,43.05236225,-78.87792375,36.16,-1.69,14120,4,0,0,2,2
38,4,43.14593325,-78.69445025,18.16,-1.295,14094,4,0,0,2,2
698,4,42.686201249999996,-78.7769575,25.68,-1.7175000000000002,14075,4,0,0,2,2
701,4,43.0455385,-78.86495074999999,15.6,-1.1175000000000002,14120,4,0,0,2,2
389,4,42.9719665,-78.66684475,16.64,-0.54,14221,4,0,0,2,2
1080,4,43.221953000000006,-78.71174425,56.16,-5.035,14094,2,0,2,1,1
424,4,42.07549475,-78.4385035,12.559999999999999,-2.2125,14760,4,0,0,2,2
1141,4,42.99193475,-78.81195225,16.080000000000002,-1.0299999999999998,14226,4,0,0,2,2
53,4,43.20235175,-78.82564975,48.8,-1.2425,14094,4,0,0,2,2
1081,4,43.00741825,-78.92892825,44.64,-2.6475000000000004,14072,2,2,0,1,1
23,4,42.98572675,-78.8658455,11.12,-0.31250000000000006,14223,4,0,0,2,2
703,4,42.95655349999999,-78.773299,29.759999999999998,-2.4825,14226,4,0,0,2,2
421,4,42.976204,-78.6175165,20.159999999999997,-1.4375000000000002,14031,4,0,0,2,2
541,4,42.945438499999995,-78.8576735,49.67999999999999,-0.7975,14216,4,0,0,2,2
396,4,42.786822,-78.70559775,15.84,-0.9225000000000001,14127,4,0,0,2,2
897,4,42.7536585,-78.606959,42.64,-2.4225,14052,4,0,0,2,2
371,4,43.04518325,-78.87551325,28.64,-1.4075,14120,4,0,0,2,2
707,4,42.9782,-78.68329874999999,41.760000000000005,-2.5625,14221,4,0,0,2,2
1123,4,43.07543225,-78.99105725,47.68,-1.0074999999999998,14304,2,2,0,2,2
375,4,42.97304,-78.87867274999999,45.76,-1.36,14217,4,0,0,2,2
963,4,42.902841249999994,-78.6705515,23.52,-1.2825,14086,4,0,0,2,2
561,4,42.947729,-78.88343275,43.04,-1.0775,14207,4,0,0,2,2
562,4,42.9328195,-78.84607499999998,25.919999999999998,-2.6499999999999995,14214,4,0,0,2,2
1118,4,42.998247,-78.50198925,14.400000000000002,-0.7749999999999999,14001,4,0,0,1,2
710,4,42.92863975,-78.78393125,17.919999999999998,-0.7975,14225,4,0,0,2,2
1095,4,42.7583895,-78.53138,20.48,-5.03,14052,2,0,2,1,1
378,4,42.9617195,-78.75061749999999,22.319999999999997,-3.0325,14221,4,0,0,2,2
44,4,42.99596375,-78.69971125,21.12,-1.4074999999999998,14221,4,0,0,2,2
41,4,42.92399825,-78.893012,38.160000000000004,-1.6625,14213,4,0,0,2,2
380,4,42.883061,-78.88239399999999,41.839999999999996,-0.705,14202,4,0,0,2,2
383,4,43.162881,-78.78256775,6.64,-3.1475,14094,4,0,0,2,2
109,4,42.91066525,-78.81861925,48.32,-1.195,14211,4,0,0,2,2
1114,4,42.0859365,-78.4479805,52.4,-2.61,14760,4,0,0,2,2
2,4,42.0952655,-78.468827,39.68,-5.345,14706,2,0,2,1,1
30,4,42.790919249999995,-78.7516315,12.56,-0.625,14127,4,0,0,2,2
980,4,42.728437,-78.91626375,11.200000000000001,-0.9524999999999999,14085,4,0,0,2,2
691,4,43.007135500000004,-78.90179499999999,27.2,-0.8274999999999999,14150,4,0,0,2,2
102,4,42.9360395,-78.851875,10.72,-0.235,14216,4,0,0,2,2
1100,4,42.93747375,-78.6907835,12.319999999999999,-0.6025,14026,4,0,0,2,2
